location,company,title,salary
"Chicago, IL",Metropolitan Family Services,Data Analyst (MPI),
"Chicago, IL",PDI,Business Intelligence Analyst,
"Chicago, IL 60654 (River North area)",Fetch Rewards,"Data Scientist, Intern",
"Chicago, IL 60604 (The Loop area)",Federal Reserve Bank of Chicago,Research Analyst,
"Chicago, IL 60606 (The Loop area)",Numerator,Client Services Analyst,
,Headquarter office for global distribution giant,"Data Entry Excel Specialist $37,000 Naperville Area",$17 - $19 an hour
"Chicago, IL 60606 (Loop area)",PDI,Data Engineer,
"Chicago, IL 60611 (Streeterville area)",Ann & Robert H. Lurie Children’s Hospital of Chica...,Data Analyst,
"Chicago, IL",Bank of America,Quantitative Services Associate,
"Chicago, IL 60606 (Loop area)",Equilar Inc,Research Analyst - Chicago,
"Chicago, IL 60606 (The Loop area)",Saggezza,Data Analytics Manager,
"Chicago, IL",Northwestern University,Research Data Analyst,
"Schaumburg, IL",First Notch Technology LLC,Junior Business Analyst,$28 - $32 an hour
"Chicago, IL 60606 (Loop area)",Riskonnect Inc,Data Analyst,
"Chicago, IL 60607 (Near West Side area)",College Rising Company,Data Operators (Remote Internship),
"Chicago, IL 60601 (The Loop area)",Fooda,Business Intelligence Analyst,
"Chicago, IL 60604 (The Loop area)",Compass Lexecon,Analyst,
"Burnham, IL 60633 (Hegewisch area)",Mr. Bult's Inc.,Data Analyst/Billing Coordinator,
"Chicago, IL 60654 (River North area)",Fetch Rewards,Fraud Prevention Analyst,
"Chicago, IL 60601 (The Loop area)",HomeX,Business Intelligence Analyst,
,ULINE,Sales Analyst,
,"CorTech, LLC",Systems Analyst - Master Data Analyst,$39.37 an hour
"Chicago, IL 60606 (The Loop area)",Strike Social,Data Scientist (Entry Level),
"Cook County, IL",State of Illinois,Research Analyst - Non-Code,"$58,000 - $62,500 a year"
"Chicago, IL",TMP Worldwide,Performance Media Analyst (PMA/PPC/SEM),
"Chicago, IL 60654 (Goose Island area)",Echo Global Logistics,HR Analyst,
"Chicago, IL 60606 (The Loop area)",TIAA,"Investment Oversight, Data and Reporting",
"Chicago, IL 60654 (River North area)",Integral Ad Science,Associate Data Engineer,
,ULINE,Junior Report Analyst,
,Ulta Beauty,Ecommerce Transportation Analyst,
,"Lionshead Specialty Tire & Wheel, LLC",Purchasing Analyst,
,CoinFlip,Data Entry,"$30,000 - $35,000 a year"
"Bridgeview, IL 60455","Stampede Meat, Inc.",Data Analyst,
"Chicago, IL",Econtenti Inc,Sr. PeopleSoft Analyst / Developer,"$90,813 - $176,983 a year"
"Chicago, IL 60654 (River North area)","Level Ex, Inc.",Data Analyst,
"Chicago, IL",Sammons Financial Group Companies,Product Analyst - Temporary Role,
"Chicago, IL 60637 (Woodlawn area)",Chapin Hall at the University of Chicago,Policy Analyst,
"Chicago, IL 60611 (Streeterville area)",Ann & Robert H. Lurie Children's Hospital of Chica...,Data Developer,
"Chicago, IL 60661 (Near West Side area)",Caterpillar,Senior Business Data Analyst,
"Chicago, IL 60601 (The Loop area)",Hale Testing Solutions,Machine Learning/Data Scientist,"$87,829 - $122,372 a year"
"Chicago, IL","Hornblower Cruises and Events, LLC",Data Scientist - Cruises & Events,
"Chicago, IL 60637 (Woodlawn area)",The University of Chicago,Data Analyst,
"Chicago, IL 60654 (Loop area)",ARYZTA Careers,Sr. Analyst Procurement - Packaging,
"Evanston, IL",Cardinal Intellectual Property,Patent Analyst - Life Sciences,
"Chicago, IL 60605 (South Loop area)",Group One Trading,Trading Analyst Intern,
"Chicago, IL 60605 (South Loop area)",Group One Trading,Trading Analyst,
"Burr Ridge, IL",SkinCure Oncology,Medical Billing Analyst,"$45,000 - $55,000 a year"
"Chicago, IL 60654 (River North area)",AllianceChicago,Data Warehouse Business Analyst,
"Chicago, IL",CME Group,Information Security Project Manager I/Business Analyst,
"Chicago, IL 60623 (Little Village area)",Wintrust Financial Corporation,Data Analyst,
"Chicago, IL",ZLLIUS,Business/Data Analyst Techno Functional,
"Chicago, IL",access2insight,Data Analytics Strategy & Operations Associate,
"Chicago, IL",Centene Corporation,Lead Data Analyst,
"Chicago, IL",Show Me Leads,Marketing Data Analyst,
"Chicago, IL 60602 (The Loop area)",CIBC US,Data Management Analyst,
"Chicago, IL 60601 (The Loop area)",The Marketing Arm,Analyst,
"University Park, IL 60484","DSC Logistics, LLC",Warehouse Operations Quality Analyst,"$55,000 - $70,000 a year"
"Chicago, IL 60601 (The Loop area)",TCS Education System,IT Analyst,
"Chicago, IL 60601 (The Loop area)",OneSpan,Anaplan Analyst - Temp,
"Chicago, IL 60607 (West Loop Gate area)",WALGREENS,CRM Marketing Analyst,
"Chicago, IL",Northern Trust Corp.,Cyber Threat Analyst,
"Chicago, IL 60603 (The Loop area)",Ardent Managed Solutions,"Analyst, Contract Analysis",$30 an hour
"Chicago, IL 60603 (The Loop area)",HIMSS,Senior Data Analyst,
"Chicago, IL 60606 (Loop area)",TradeStation,Compliance Analyst,
"Chicago, IL",#TeamGoHealth,Operations Analyst,
"Rolling Meadows, IL 60008",Sahara Management Inc.,Sales Data Analyst,$11 - $14 an hour
"Chicago, IL 60611 (Streeterville area)",The Onion,Sales Reporting Analyst,
"Rockford, IL",Rockford Public Schools,Capital Programs Data Analyst,
"Chicago, IL",AETNA,Analyst,
"Chicago, IL",CITADEL ENTERPRISE EUROPE LIMITED,"Global Equities, Investment Analyst",
"Chicago, IL 60602 (The Loop area)",Goby Inc,Data Associate,
"Itasca, IL 60143",ARS-Rescue Rooter,Junior Marketing Analyst,
,"Spruce Services, Inc",Data Engineer,"$95,000 - $120,000 a year"
,OneAuth,Senior Data Architect,$80 - $90 an hour
,Personal Household,Attorney - Research & Analyst Position,"$70,000 - $150,000 a year"
"Austin, TX 78754",GasPedal,Leading Data-Driven Change -- Data Industry Analyst,
"Austin, TX 78716",UnitedHealth Group,Principle Data Analyst,
"Austin, TX 78754",GasPedal,Industry Analyst -- Data Science and Strategy,
"Austin, TX",ARK Solutions,Junior Data Analyst/Data Entry/Federal Data Entry,
"Austin, TX 78754",Health & Human Services Comm,Data Analyst,"$4,023 - $6,579 a month"
"Austin, TX 78751 (Triangle State area)",Dept of Family & Protectve Svc,Data Analyst,"$4,599 - $6,400 a month"
"Austin, TX 78702 (Central East Austin area)","Spruce Services, Inc",Data Engineer,"$95,000 - $120,000 a year"
"Austin, TX",Facebook,"Data Analyst, Law Enforcement Response Team",
"Austin, TX (East Oak Hill area)",Health & Human Services Comm,Junior Data Analyst,"$3,293 - $5,371 a month"
,Teacher Retirement System of Texas,Business Intelligence and Data Analyst,
,Sellers Shield,Data Analyst,
"Austin, TX 78744 (Southeast area)",OFFICE OF INJURED EMPLOYEE COUNSEL,OIEC - Data Reporting Analyst (Prog Spec II),"$4,167 a month"
"Austin, TX",MVPindex,"Associate Insights Analyst, Marketing",
"Austin, TX",SubjectWell,Data Scientist,
"Austin, TX 78746",Sellers Shield,Data Analyst,
"Austin, TX",Apple,Product Insights Analyst,
"Austin, TX",132 ENG Inc.,Data Analyst,
"Austin, TX","Advanced Micro Devices, Inc.",Business Analyst - 79396,
"Austin, TX",Fusion Technical Solutions,Associate Business Analyst,
"Austin, TX 78759 (North Burnett area)",TransPerfect,TransPerfect is recruiting professionals for an immediate short term Data entry/Redaction project.,$26 an hour
"Austin, TX",Zynga,Data Analyst,
"Austin, TX",TaskRabbit,"Data Analyst, Trust & Safety",
"Austin, TX",Hagerty Consulting,Data Analyst,
"Austin, TX",Healthgrades,Data Quality Analyst,
"Austin, TX 78717",Cigna,Financial Analysis Analyst,
"Austin, TX",Facebook,Supplier Enablement Analyst - Procure-to-Pay,
"Austin, TX 78746",Alliant Insurance Services,Benefits Analyst I,
"Austin, TX 78712 (University of Texas area)",University of Texas at Austin,Football Analyst,
"Austin, TX 78729",Q2ebanking,Data Migration Analyst,
"Austin, TX",Facebook,Sourcing Analyst,
"Austin, TX 73301 (St Edwards area)",Softvision - North America,Technical Business Analyst,
"Round Rock, TX 78665",ClearCorrect,Business Intelligence Analyst,
"Austin, TX 78749 (East Oak Hill area)",Texas Windstorm Insurance Association,QA Analyst - Data Warehouse,
"Austin, TX",Facebook,Employment Law & Investigations Analyst,
"Austin, TX",Ascension Technologies,Clinical Data Management - Technical Analyst,
"San Antonio, TX",BridgeGap Global,Business Analyst Consultant,$75 an hour
"Austin, TX",Healthgrades,Senior Claims Data Analyst,
"Austin, TX 78759 (Arboretum area)",Forcepoint,Business Analyst,
"Austin, TX 78702 (Rosewood area)",Show Me Leads,Marketing Data Analyst,
"Austin, TX 78701 (Downtown area)",TEXAS EDUCATION AGENCY,TSDS Data QA Analyst (Data Analyst IV),"$4,917 - $6,667 a month"
"San Antonio, TX 78216",Vantage Bank Texas,Data Reporting Analyst,
"Austin, TX 78701 (Downtown area)",Buc-ee's Ltd,"Category Analyst - Pkg Beverages/Non-Alcohol GREAT PAY! GREAT BENEFITS! AUSTIN, TX OPPORTUNITY!",
"San Antonio, TX 78249",Valero Energy Corporation,Business Intelligence Analyst,
"San Antonio, TX",HCL Americas,Senior Data Analyst,
"San Antonio, TX 78205 (Downtown area)",Scaleworks,Senior Data Analyst,
"Austin, TX 78702 (Upper Boggy Creek area)",United Way for Greater Austin,Data Management Intern (unpaid),
"Austin, TX 78731",Iris Plans Inc.,Senior Data Analyst,
"Austin, TX 78746",BazaarVoice,Client Success Operations Analyst,
"San Antonio, TX 78229",Huntington Ingalls Industries Inc.,Data Analyst,
"Austin, TX 78701 (Downtown area)",TEXAS EDUCATION AGENCY,"Associate, Strategy and Operations (Data Analyst IV)","$4,917 - $6,489 a month"
"Austin, TX",HORNE LLP,Data Analyst,
"Austin, TX",Ascension Technologies,Technical Data Analyst,
"Austin, TX 78701 (Downtown area)",Texas Department of Transportation,Strategic Data Analyst III - Strategic Planning Divsion,"$59,004 - $96,720 a year"
"Austin, TX 78750",Baylor Scott & White Health,Business Analyst - SWHP,
"Austin, TX",B.well Connected Health,Payment Integrity Data Analyst,
,Texas Association of Counties,Financial Analyst,
,OneAuth,Technical Business Analyst - Workday HCM,$60 - $70 an hour
"San Antonio, TX 78245",CDO Technologies Inc,Data Analyst,
"Austin, TX 78751 (Triangle State area)",Health & Human Services Comm,Business Analyst III,"$4,917 - $8,060 a month"
"Austin, TX 78758 (North Burnett area)",Central Health,Business Intelligence Manager,
"Austin, TX",HORNE LLP,Business Analyst,
"Killeen, TX 76542",First National Bank Texas,AML Business Analyst,
"Austin, TX",eBay Inc.,Investments Treasury Analyst,
"Austin, TX 78731",Indeed,International Product Analyst- Canada,"$56,000 - $72,000 a year"
"Austin, TX 78731",Indeed,International Product Analyst- France,"$56,000 - $72,000 a year"
"Austin, TX",General Dynamics Information Technology,Sr. Business Analyst,
"Austin, TX",LPL Financial,Sr Business Analyst,
"Austin, TX",Pinkus Partners,Business Analyst,
"San Antonio, TX 78201 (Jefferson-Monticello Park area)","Amyx, Inc.",Contract Data Analyst,
"San Antonio, TX",Gathi Analytics,Sr. Business Analyst,$65 - $75 an hour
"Austin, TX 78731 (Rosedale area)",Texas Department of Transportation,Transportation Program Division Business Analyst II,"$51,614 - $84,479 a year"
"Austin, TX 78759 (North Shoal Creek area)",UFCU,Senior Business Analyst,
"Belton, TX 76513","Corporate Pharmacy Services, Inc.",Sr Data Analyst,
"Austin, TX",Apple,"Senior Data Analyst, Ad Platforms",
"Austin, TX 78759 (North Shoal Creek area)",UFCU,Data Warehouse Analyst,
"Austin, TX",Booz Allen Hamilton,"Data Analyst, Lead",
"Austin, TX 78757 (North Shoal Creek area)",Pain Specialist of America LLC,Healthcare Analyst,
"Austin, TX","Ishpi Information Technologies, Inc",Junior Data Warehouse Analyst,
"San Antonio, TX 78229",South Texas Radiology Group PA,Lead Data Analyst,
"Austin, TX",Tek9 Solutions,Business Analyst,
"Austin, TX 78701 (Downtown area)",Travis County,Business Analyst III,"$72,862 - $85,987 a year"
"Austin, TX",US Department of Veterans Affairs,Program Analyst,"$92,977 - $120,874 a year"
,"Universal Screen Arts, Inc.",Business & Liquidation Analyst,"$40,000 - $60,000 a year"
,ITI Data,Ab Initio Data Engineer,
,PNC Financial Services Group,Portfolio Analytics & Strategy Analyst Sr -. Loan Loss Reserve. -,
"Pittsburgh, PA",The University of Pittsburgh,Data Analyst,
"Washington, PA 15301",County of Washington,Data Analyst II,$17.88 an hour
"Pittsburgh, PA 15201 (Lower Lawrenceville area)",Princeton Mortgage,Business Development Analyst,"$40,000 - $45,000 a year"
"Irwin, PA 15642",Duncan Financial Group / Atlantic Financial Group,Pension Analyst 401(k),
"Warrendale, PA 15086",Intalere Inc,Associate Data Engineer,
"Pittsburgh, PA 15206 (East Liberty area)","YinzCam, Inc.",Senior Data Analyst,
"Pittsburgh, PA 15222 (Central Business District area)",Donnelly-Boland and Associates,Service Desk Analyst,
"Warrendale, PA 15086",TrueSense Marketing,Marketing Analyst,
"Pittsburgh, PA 15222 (Central Business District area)",Highmark Inc,Sales Messaging Analyst,
"Pittsburgh, PA",BNY Mellon,"Analyst, Data Management Quant Analysis",
,"BCHH, Inc.",Escrow Accounting Analyst,
,"BSI Financial Services, Inc",Credit Reporting Analyst,$13 an hour
"Coraopolis, PA 15108",DICK'S Sporting Goods,Legal Analyst,
"Coraopolis, PA 15108",DICK'S Sporting Goods,Associate Analyst - Vendor Direct,
"Pittsburgh, PA 15222 (Central Business District area)",Port Authority of Allegheny County,Software Support Analyst,"$5,355 - $6,694 a month"
"Pittsburgh, PA",The University of Pittsburgh,Associate Data Analyst,
"Pittsburgh, PA 15222 (Central Business District area)",Highmark Inc,Financial Analyst,
"Pittsburgh, PA",HM Health Solutions,Sr Data Modeling Analyst,
"Pittsburgh, PA 15213 (North Oakland area)",UPMC,"Financial Analyst, Associate",$19.17 - $31.85 an hour
"Pittsburgh, PA",BNY Mellon,"Analyst, Client Service",
"Pittsburgh, PA 15201 (Central Lawrenceville area)","CGI Group, Inc.",Business Analyst,
"Pittsburgh, PA",BNY Mellon,"Lead Analyst, Data Management Quant Analysis",
,PNC Financial Services Group,PrtfolioAnl&Stra Analyst Sr,
,"YinzCam, Inc.",Senior Data Analyst,
"Pittsburgh, PA",HM Health Solutions,Business Systems Analyst,
"Pittsburgh, PA",Highmark Health,Decision Support Analyst - MLS Data Analytics,
"United, PA",KBS Solutions,Product Modification Business Analyst,$38 - $40 an hour
"Morgantown, WV 26505","Sanjay Bharti, MD, PLLC",Lead Data Analyst,"$49,536 - $60,000 a year"
"Pittsburgh, PA",BNY Mellon,"Analyst, Client Reporting/Perf",
"Pittsburgh, PA 15222 (Central Business District area)",Highmark Inc,Pharmacy Analyst,
"Pittsburgh, PA 15219 (Middle Hill area)",UPMC,Business Analyst II,$23.28 - $40.28 an hour
"Pittsburgh, PA 15219 (Middle Hill area)",UPMC,"Business Analyst, Health Plan - Behavioral Integration",$21.64 - $37.36 an hour
"Pittsburgh, PA 15222 (Strip District area)",Bosch Group,Data/Knowledge Creation Intern for Autonomous Driving,
"Warrendale, PA 15086",Federated Hermes,IMO Senior Data Analyst,
,PNC Financial Services Group,Business Analysis Manager-IT,
"Pittsburgh, PA 15222 (Central Business District area)",Carmeuse Lime & Stone,Power BI Data Analyst,
"Warrendale, PA 15086",Komatsu,Financial Analyst,
"Pittsburgh, PA 15222 (Central Business District area)",Highmark Inc,BAU- Business Analyst,
"Pittsburgh, PA 15233 (Allegheny West area)",PNC Financial Services Group,Data Scientist Sr. - Conversation Designer & NLP Analyst,
"Morgantown, WV 26501 (First Ward area)",The West Virginia University Foundation,Advancement Data Intern,
"Pittsburgh, PA",BNY Mellon,Senior Representative Data Management Quantitative Analyst,
"Canonsburg, PA 15317",ANSYS,Vendor Relationship Management Analyst,
"Brilliant, OH",Ohio's Electric Cooperatives,IT Business Analyst Intern,
"Titusville, PA 16354","BSI Financial Services, Inc",Data Mapping Analyst,
"Pittsburgh, PA",Systems Ltd,Business Analyst / PL SQL or Java Developer,"$65,000 - $90,000 a year"
"Pittsburgh, PA",BNY Mellon,"Analyst, CltOnbdg/Tran/Con",
"Hudson, OH 44236","Universal Screen Arts, Inc.",Business & Liquidation Analyst,"$40,000 - $60,000 a year"
"Pittsburgh, PA 15213 (Squirrel Hill North area)",Carnegie Mellon University,Contracts Officer or Analyst - Office of Sponsored Programs,
"Pittsburgh, PA",RoadRunner Recycling Inc.,Performance Analyst - Finance & Operations,
"Carnegie, PA 15106",DAI Management Consultants,Financial Analyst,
"Pittsburgh, PA 15212",Matthews,"System Analyst - Ariba, Esker",
"Pittsburgh, PA",Callibus Inc,Big Data/Hadoop Developer,
"Pittsburgh, PA 15122",Thermo Fisher Scientific,Financial Analyst I,
"Pittsburgh, PA 15222 (Strip District area)",Data Ideology,Data Quality Analyst - HEDIS/Cotiviti (833782),
"Pittsburgh, PA 15219 (South Shore area)","Wesco Distribution, Inc.",Intelligent Automation Analyst,
,PNC Financial Services Group,Detection & Investigation Analyst Sr. - Zelle Fraud,
"Canton, OH 44708",The Medical Cost Savings Solution,EDI and Reports Analyst,"$70,000 - $90,000 a year"
"Pittsburgh, PA",Duquesne Light,Inventory Analyst,
"Pittsburgh, PA 15239",PPG Industries,Payroll Accounting and Tax Analyst,
"Coraopolis, PA 15108",DICK'S Sporting Goods,Senior Security Analyst - Remote,
"United, PA",KBS Solutions,Cobol/Mainframe Programmer Analyst,$40 - $42 an hour
"New Kensington, PA 15068",Siemens,Inventory Analyst,
"Pittsburgh, PA 15219 (Central Business District area)",Brightside Academy,Grant Analyst,
"Pittsburgh, PA 15289",UnitedHealth Group,Business Process Consultant,
"Warrendale, PA 15086",Federated Hermes,IMO Data Specialist,
"Pittsburgh, PA 15122",Thermo Fisher Scientific,Pricing Analyst II,
"Pittsburgh, PA 15213 (North Oakland area)",UPMC,"Financial Analyst, Senior",$27.98 - $47.14 an hour
"Pittsburgh, PA",American Eagle Outfitters,Analyst - Vendor Compliance & Enablement,
"Pittsburgh, PA",SSI,Senior Business Analyst,
"Pittsburgh, PA 15220",SCA Technologies,Software Support Analyst,
"Pittsburgh, PA","Mitsubishi Electric Power Products, Inc.",Market Data Management Specialist,
"Pittsburgh, PA",SSI,Data Analyst # JN -102019-49661,
"Pittsburgh, PA 15122",Thermo Fisher Scientific,"Senior Financial Analyst, Insights and Analytics",
"Pittsburgh, PA",JLL,Temporary Lease Analyst,
"Pittsburgh, PA 15237",Automated Health Systems,Business Analyst,
"Pittsburgh, PA 15258 (Central Business District area)",Hire genics,KYC/AML Analyst,$22 - $24 an hour
"Pittsburgh, PA 15222 (Central Business District area)",Carmeuse Lime & Stone,Payroll Analyst,
"Pittsburgh, PA",SSI,Business Analyst # JN -062020-53766,
"Pittsburgh, PA 15206 (Shadyside area)",Sheetz,Chief Data Officer,
,Starr and Associates,Data Analyst,"$80,000 - $106,242 a year"
,Confidential - Structured Asset Finance,Data Analyst,
,Search America,Sr. Credit Analyst,"$80,000 - $100,000 a year"
,Altium Packaging,Freight Accounting Analyst,
"Atlanta, GA",Course5 Intelligence,Digital Data Analyst,
"Atlanta, GA 30324 (Buckhead area)",Starr and Associates,Data Analyst,"$80,000 - $106,242 a year"
"Norcross, GA 30092","HealthMPowers, Inc",Data Analyst,
"Alpharetta, GA",Jernel Technology Corporation,Full-time job opportunity for Data Analyst with Immigration Support,"$55,000 - $60,000 a year"
"Atlanta, GA 30342 (Buckhead area)",Integro,Data Analyst,
"Atlanta, GA 30313 (Downtown area)",Coca-Cola Business Services North America LLC,"Sr. Analyst, Data Services- Food Service and Distributor Data",
"Duluth, GA 30096",MaxisIT Inc,Customer Data Ops Analyst,
"Atlanta, GA 30303 (Downtown area)",Atlanta Public Schools,Junior Data Analyst,$20 an hour
"Atlanta, GA 30339","Cooper Holdings, Inc.",Business Analyst,
"Atlanta, GA 30303 (Five Points area)",Pinnacle Solutions Inc,Data Scientist – Modeler,
,Uline,Operations Analyst,
,"Project Verte, Inc.",Business Analyst,"$65,000 - $75,000 a year"
"Atlanta, GA 30303 (Downtown area)",US Department of Labor,Management and Program Analyst,"$96,117 - $131,532 a year"
"Atlanta, GA 30339",Constant Analytics,Data Analyst,
"Atlanta, GA 30303 (Downtown area)",Riya Software Consulting,Data Analyst,$40 - $51 an hour
"Atlanta, GA",Healthgrades,Data Quality Analyst,
"Alpharetta, GA 30005",Mediacurrent,Digital Analyst (US-based telecommute position),
"Atlanta, GA",US Department of Homeland Security,Program Analyst,"$80,830 - $105,083 a year"
"Alpharetta, GA",Clarity USA,Data Analyst,
"Atlanta, GA",The Home Depot,Data Analyst - Distribution Analytics,
"Atlanta, GA",The Home Depot,BUSINESS ANALYST,
"Smyrna, GA",UCA services,Business Analyst with WMS,$47 - $57 an hour
"Atlanta, GA",CharterUP,Pricing & Data Analyst,
"Gainesville, GA",Northeast Georgia Health System,CVIS Lead Data Analyst - The Heart Center - Gainesville - Full Time,
"Warner Robins, GA 31088",Northrop Grumman,Data Insight Analyst,
"Atlanta, GA 30309 (Brookwood area)",GovStrive LLC,Business Analyst,
"Atlanta, GA",US Department of Veterans Affairs,Program Analyst,"$80,830 - $105,083 a year"
"Atlanta, GA 30339",Informa,Senior Data Analyst,
"Atlanta, GA 30339",Infosys Limited,"Data Warehouse, ETL Test Analyst",
"Atlanta, GA",HD Supply,HR Information Systems Analyst - Data and Infrastructure,
"Atlanta, GA 30326 (Buckhead area)",iMedX Inc.,Salesforce Analyst,
"Norcross, GA","Immucor, Inc",Supply Chain Analyst,
,Distribution Cooperative Inc,Inventory Control Analyst,
"DeKalb County, GA","DeKalb County, GA",Systems Analyst,"$54,237 - $84,069 a year"
"Atlanta, GA 30319 (Brookhaven area)",Turner,"Analyst, Commercialization Research",
"Atlanta, GA",CBRE,Portfolio Analyst,
"Atlanta, GA",Fusion Technical Solutions,Accounts Receivable Lead Analyst,$25 an hour
"Atlanta, GA 30339",RaceTrac,Real Estate Research Analyst,
,Clear Nexus Inc,Credit Risk Analyst,"$35,000 - $50,000 a year"
"Atlanta, GA 30328",VectorNow.com,IT QA (Quality Analyst) Entry-Level Positions,
"Atlanta, GA",Northrop Grumman,Principal Media Analyst*,
"Sandy Springs, GA",Embark General Insurance,Data Analytics Developer,
"McDonough, GA 30253",Toppan Interamerica,Enterprise Resource Planning Analyst,$28 - $34 an hour
"Atlanta, GA",UNITED PARCEL SERVICE,Data Engineer,
"Atlanta, GA",Interapt,"Customer Support Analyst, II (Department of Defense Clearance Required)",$19 an hour
,Cloudious LLC,Data security Voltage Architect,
,Tolteca Foodservice,Operations Analyst,
"Sandy Springs, GA 30328",Arkadin,Revenue Analyst - Atlanta USA - Business Revenue Financial Data,
"Rex, GA",Ultimate Systems Inc,Business Analyst,
"Atlanta, GA 30309 (Midtown area)",RSM US LLP,"Manager, Business Intelligence & Data Analytics",
"Atlanta, GA",Intercontinental Exchange,Senior Data Analyst - Financial Engineering,
"Atlanta, GA",The Home Depot,SENIOR DATA ANALYST - LAST MILE OPTIMIZATION,
"Atlanta, GA 30349","Chick-fil-A, Inc.","Business Analyst III, Cybersecurity",
"Atlanta, GA",ATT Southern Patio,Business Analyst ATLANTA,
"Norcross, GA",Century Communities,Land Acquisition Analyst,
"Atlanta, GA 30319",Algoloma Systems,Business Analysis,
"Duluth, GA",,Business Analyst 2,
"Atlanta, GA 30303 (Five Points area)",Metas Solutions,Business Process Analyst,
"Atlanta, GA 30329",ICF,Public Health Analyst - Data Analysis and Global Health Program Support,
"Atlanta, GA 30315 (Grant Park area)",Smart Space,Building Analyst and Sales Technician,
"Atlanta, GA",Americold,IT Compliance Analyst I,
"Alpharetta, GA 30004","Perficient, Inc",Business Analyst,
"Alpharetta, GA","Fiserv, Inc.",Financial Analyst,
"Columbus, GA 31909",Hughston Clinic,Senior Data Analyst,
"Atlanta, GA 30322",Centers for Disease Control and Prevention (CDC),CDC Epidemiology and Data Analysis Fellowship,
"Atlanta, GA 30328","Safe-Guard Products International, LLC",Data Quality Analyst,
"Decatur, GA 30030 (Downtown area)",Emory,Revenue Cycle Analyst,
"Atlanta, GA 30328","Safe-Guard Products International, LLC",Business Analyst/Project Manager,
"Atlanta, GA",Myers and Stauffer LC,Senior Data Analyst,
"Atlanta, GA 30329",ICF,Scientific Data Analyst,
"McDonough, GA 30253",Luxottica Group,Sr Analyst Supply Chain,
"Atlanta, GA",ECM Practice,Senior Business Analyst,
,Anthem,Actuarial Analyst III (Cost of Care) - PS33739,"$77,280 - $115,920 a year"
,Ross Technology,IT Data Analyst,"$65,000 - $75,000 a year"
,Cambridge Solutions,Non-IT Pharmaceutical Business Analyst,$20 - $35 an hour
,Wells Fargo Bank,Analytic Consultant 4,
"Philadelphia, PA 19106 (City Center East area)",Forfeiture Support Associates,Data Analyst Supporting the FBI,
"Philadelphia, PA",Tetra Tech,"Data Analyst (Philadelphia, PA)",
"King of Prussia, PA",2000 east westmoreland st llc,Data Analyst - Entry Level,$15 - $16 an hour
"Horsham, PA",Piper Companies,SQL Data Analyst,$55 - $65 an hour
"Harrisburg, PA 17102 (Midtown area)","WebFX, Inc.",Jr. Business Data Analyst,"$35,500 - $38,500 a year"
"Ambler, PA",Radius Global Solutions LLC,Business Analyst,"$70,000 - $75,000 a year"
"Kearny, NJ","TEKEDGE SOLUTION, INC.",Data Analyst (Entry Level 0-4 yrs experienced only),"$65,000 - $80,000 a year"
"Yardley, PA",Piper Companies,Data Analyst (Entry Level),$13 an hour
"North East, MD 21901",Cecil College,Data Analyst,
"Philadelphia, PA",goPuff,Data Analyst - Data Science,
,Visual Connections LLC,Data Analyst I (Jr),"$52,000 - $55,000 a year"
,"Renaissance Associates, Ltd.",Intelligence Analyst,"$50,000 - $100,000 a year"
"Center Valley, PA",Thermo Fisher Scientific,Master Data Governance Analyst,
"Norristown, PA",Pharmica Consulting,Patient Recruitment Data Analyst (ArcGIS),
"West Chester, PA 19380",AccessLex Institute,Data Analyst,
"Philadelphia, PA",Continuum Companies,Corporate Finance Analyst,"$45,000 - $50,000 a year"
"Philadelphia, PA 19103 (Logan Square area)",IntegriChain,"Jr. Data Analyst, Master Data",
"New York, NY 10020 (Midtown area)",Yewno,Alternative Data Research Analyst,
"New York, NY",Gainful Health,Data Analyst,
"New York, NY 10017 (Murray Hill area)",NADAP,Data Reporting Analyst,"$55,000 - $70,000 a year"
"Philadelphia, PA 19129 (Alleghany West area)",STRATIS IoT Inc,Data Analyst,
"New York, NY",Digi555,Entry Level Business Analyst,"$68,000 - $75,000 a year"
,FOCO,Sales Operations Analyst - Entry Level,
,IKEA,Customer Engagement & Loyalty Analyst,
,Touch of Color Flooring,Work Order Analyst,
,Auxilior Capital Partners,Senior Credit Analyst,"$65,000 - $75,000 a year"
"Wayne, PA 19087","Pathfinders, Inc.",Data Analyst- Underwriting Assistant,$17 an hour
"Feasterville-Trevose, PA","VSE, Inc.",Data Analyst,
"Philadelphia, PA",University of Pennsylvania,Neuroimaging Data Analyst Junior,
"Timonium, MD",Big Huge Games,Lead Data Analyst,
"New York, NY",Vettery,Data Analyst,
"Philadelphia, PA",Neat,Junior Business Analyst,
"Philadelphia, PA",University of Pennsylvania,Data Analyst,
"King of Prussia, PA 19406",Keane,Junior Sales Analyst,
"Newtown Square, PA",SAP,"Intern, High Growth Data Analyst",
"Philadelphia, PA 19112 (Navy Yard area)",GSK,"Finance Analyst, US Pharma",
"Baltimore, MD",Epathusa INC,Health Data Analyst Remote,"$99,000 - $100,000 a year"
"South Plainfield, NJ 07080",Admera Health,Data Analyst,
"New York, NY 10004 (Financial District area)",impakt Advisors,Entry Level Data Analyst,
"King of Prussia, PA",UHS Corporate Office,Data Control Assistant (Data Analyst) *Opportunities Available*,
"Philadelphia, PA",AmeriHealth Caritas,Network Operation Analyst PRX,
