"Baton Rouge, LA",Louisiana State University,"Police Officer 1A, 2A, or 3A",,4.1
"Baton Rouge, LA",LSU Agricultural Center,NUTRITION EDUCATOR 1,"$1,539 - $2,968 a month",4.0
,"Waitr, Inc.",Corporate Customer Support Agent,$13 - $15 an hour,2.9
"Baton Rouge, LA",LSU-Baton Rouge,Associate Director - Bursar Operations,"$4,326 - $8,514 a month",4.1
"Baton Rouge, LA 70803",LSU Dining / Chartwells HE,Barista - CC's Coffee - LSU Campus,$9 - $11 an hour,
"Baton Rouge, LA",Pearson,Content Specialist- Science,,3.8
,Assurance Insurance,"""Guide"" Telephone Representative - 100% Remote Role",,
"Baton Rouge, LA 70802 (Downtown area)","Baton Rouge Shrimp Company, Inc.",Office Manager/Bookkeeper,$15 - $20 an hour,
,Key Real Estate,Assistant Property Manager,$14 - $17 an hour,4.7
,Action Tune Inspections,Motor Vehicle Inspector,$300 a week,
,Fabric Care Washateria,Laundromat Attendant,$9 - $10 an hour,
"Baton Rouge, LA",Pearson,Content Specialist - Social Studies,,3.8
,Capitol City Produce,HR Generalist,,3.1
"Baton Rouge, LA 70815 (Cortana area)",BBQGuys,Customer Support Representative,$18 an hour,
,UNITED PARCEL SERVICE,Warehouse Worker - Package Handler,,3.8
,Federal Bureau of Investigation,Special Agent,"$62,556 - $80,721 a year",4.3
,"Geotechnical & Environmental Services, Inc.",Geotechnical & Environmental Services - all positions/all locations,$15 - $70 an hour,
"Las Vegas, NV 89109",Tang & Company,Temporary Temperature Screener,Up to $30 an hour,3.4
"Las Vegas, NV",UNITED PARCEL SERVICE,Warehouse Worker - Package Handler,,3.8
"Henderson, NV",Safety Silo,Packout & Order Picker (1st shift),$18.37 - $24.68 an hour,
"Las Vegas, NV 89109 (The Strip area)",Westgate Resorts,InHouse Concierge,"$100,000 - $350,000 a year",3.5
"Las Vegas, NV 89135 (Summerlin South area)",CRATE & BARREL,Customer Service Associate - Work From Home,,3.7
"Las Vegas, NV",Apple,Genius,,4.2
"Las Vegas, NV 89135",Cure 4 The Kids Foundation,Human Resources Assistant,,4.1
"Las Vegas, NV 89135 (Summerlin South area)",Ninja Nation,Front Desk Team Member,$13 - $15 an hour,
"Las Vegas, NV",US Department of Veterans Affairs,Food Service Worker,$19.82 - $23.24 an hour,3.8
"The Lakes, NV 88901",Wayfair,Wayfair work from home- Service Consultant,$14 an hour,3.2
,Prime Logistics,Prime Logistics - package delivery driver,$15 - $18 an hour,3.5
,Tropical Smoothie,Crew Member,$8.25 - $9.25 an hour,
,AHVS,Medical Administrative Assistant,$15 - $19 an hour,4.0
,Williams-Sonoma Inc. Customer Care Centers,Customer Service Agent,$12 an hour,3.6
,The Revolution,Seminar Coordinator,"$38,000 - $40,000 a year",
"North Las Vegas, NV 89030 (North Last Vegas area)",Sam's Club,Member Support,,3.6
"Henderson, NV 89014 (Whitney Ranch area)",Disney Store,Guest Services Representative - Work from Home Nevada,$12 an hour,4.2
"Henderson, NV 89052 (Westgate area)",Kroger Logistics,Order Case Selector $18.60 w/Incentive (After Training Period),,3.5
"Henderson, NV 89074 (Green Valley Ranch area)",Arroweye Solutions,Receptionist,$16 - $18 an hour,2.8
"Las Vegas, NV 89119",Sam's Club,Overnight Stocker,,3.6
"Las Vegas, NV",VCA Animal Hospitals,Kennel Assistant,,3.4
"Las Vegas, NV",Clark County School District,School Bus Driver,$15.67 an hour,
"North Las Vegas, NV","The TJX Companies, Inc.",General Warehouse,$12 an hour,3.7
"Las Vegas, NV 89118 (Paradise area)",Best Buy Shutters,Factory Worker,,
"Las Vegas, NV 89119 (Enterprise area)",POP Fit Clothing,Order Pickers / Packers - (40 Hours + Optional Overtime),$10 - $12 an hour,
,Tropical Smoothie,Crew Member,$8.25 - $9.25 an hour,
,UNITED PARCEL SERVICE,Warehouse Worker - Package Handler,,3.8
,Tropical Smoothie,Crew Member,$8.25 - $9.25 an hour,
,Federal Bureau of Investigation,Special Agent,"$62,556 - $80,721 a year",4.3
,UNITED PARCEL SERVICE,Warehouse Worker - Package Handler,,3.8
"Las Vegas, NV",Ultimate Fighting Championship (UFC),Receptionist,,3.5
"Las Vegas, NV 89106 (West Las Vegas area)",Federal Bureau of Investigation,Special Agent,"$62,556 - $80,721 a year",4.3
"North Las Vegas, NV",BioLife Plasma Services,Receptionist - Full Time/Immediate Benefits,,3.6
"Las Vegas, NV 89102 (Buffalo area)",Voxpro,Content Reviewer - Social Media,$15 an hour,3.0
"Las Vegas, NV",Roobicks,Virtual Game Master - run virtual escape rooms,$12 - $25 an hour,
"Henderson, NV 89074 (Green Valley South area)","Brian D. Jones, DMD",Dental Receptionist,$15 - $20 an hour,
"Las Vegas, NV",DGS,Security Temperature Screener Supervisor $17.88 LAS Airport (Various Full time Shifts Sun-Wed or Thu-Sat)- Flight Privileges Offered,$17.88 an hour,3.3
"Las Vegas, NV 89123 (Paradise area)",All About You Counseling,Bookkeeper/Administrative Assistant,$15 - $23 an hour,
"Las Vegas, NV 89115",Aether Gardens,Cannabis Trimmer,$13 an hour,
"Las Vegas, NV 89118",ASM Global,Box Office Ticket Seller,,3.7
,U.S. Customs and Border Protection,Border Patrol Agent,,4.1
,Structure Studios,Friendly Technical Support,$18 - $20 an hour,
,AHVS,Medical Administrative Assistant,$15 - $19 an hour,4.0
,AHVS,Medical Administrative Assistant,$15 - $19 an hour,4.0
,Tropical Smoothie,Crew Member,$8.25 - $9.25 an hour,
"Las Vegas, NV 89101 (Cultural Corridor area)",Anthem,Membership Rep I/II (Job Family) - PS36622,,3.7
"Henderson, NV",Activus Connect,"Ambassador, Customer Service",$15 an hour,5.0
"Las Vegas, NV 89102 (Buffalo area)",Voxpro,Content Moderator for Popular Social Media Platform,$15 an hour,3.0
"Las Vegas, NV 89119 (Paradise area)",Kroger Logistics,eCommerce Warehouse Team Member Earn up to $15/HR,Up to $15 an hour,3.5
"Las Vegas, NV 89129 (Lone Mountain area)",Las Vegas Jet Charter,Flight Attendant,,
"Las Vegas, NV 89102 (Rancho Charleston area)",St. Joseph Transitional Rehab Center,Receptionist (Casual/Per Diem),,3.1
"Las Vegas, NV 89044 (Westgate area)",Cox Communications,Call Center Inbound Sales Representative - Interim Work From Home,"$1,279 a month",3.8
"Las Vegas, NV 89119",AHVS,Medical Administrative Assistant,$15 - $19 an hour,4.0
"North Las Vegas, NV",Michael Foods,FF Case Packer,,3.3
"Las Vegas, NV 89124",NUWU Cannabis Marketplace,Dispensary Packaging - Inventory Specialist,,
,The Revolution,Seminar Coordinator,"$38,000 - $40,000 a year",
,Williams-Sonoma Inc. Customer Care Centers,Customer Service Agent,$12 an hour,3.6
,UNITED PARCEL SERVICE,Warehouse Worker - Package Handler,,3.8
"Las Vegas, NV",PetSmart,Early Morning Stocker,,3.5
"Las Vegas, NV",Apple,"Specialist: Full-Time, Part-Time, and Part-Time Temporary",,4.2
"Las Vegas, NV 89135 (Summerlin South area)",Life Time,Seasonal - Facility Operations Locker Room Attendant,,3.6
"Las Vegas, NV 89148",Comprehensive Eye,Greeter,,
"North Las Vegas, NV 89030 (North Last Vegas area)",Green & Gold Supply Co,Packaging,$12 an hour,3.0
"Las Vegas, NV 89115 (Sunrise Manor area)",Les Olson Company,Front Desk Receptionist,$13 - $16 an hour,3.9
"Las Vegas, NV 89119 (Paradise area)",TARGET,Guest Advocate (Cashier or Front of Store Attendant),,3.6
"Las Vegas, NV 89135 (Summerlin South area)",Red Robin,Dishwashers,From $12.50 an hour,3.6
"Las Vegas, NV","The Strat (Las Vegas, NV)",TOWER ATTENDANT,,
"Las Vegas, NV 89103 (Paradise area)",Wellness and Caregivers of Nevada,Contract Cannabis Extraction Technician,$16 - $25 an hour,
,Federal Bureau of Investigation,Special Agent,"$62,556 - $80,721 a year",4.3
,Tropical Smoothie,Crew Member,$8.25 - $9.25 an hour,
,Zion Eye Institute,Medical Receptionist,$12 - $14 an hour,2.5
,UNITED PARCEL SERVICE,Warehouse Worker - Package Handler,,3.8
,AHVS,Medical Administrative Assistant,$15 - $19 an hour,4.0
"Las Vegas, NV 89130 (North Cheyenne area)",WinCo Foods,Cashier/Checker,,3.6
"Las Vegas, NV",US Department of Labor,Veterans Employment Representative,"$53,694 - $84,452 a year",4.0
"Las Vegas, NV 89102 (Rancho Charleston area)",PepsiCo,Merchandiser - Full-Time/Rotating shift,$15 an hour,3.8
"Las Vegas, NV 89119",Juice Bar at LVAC,Team Member (Full-Time),$8.25 - $10.50 an hour,
"Las Vegas, NV",DGS,Security Temperature Screener $13.88 LAS Airport (Various Full time Shifts Sun-Wed or Thu-Sat)- Flight Privileges Offered,$13.88 an hour,3.3
"Las Vegas, NV",Canyon Gate Country Club,Attendant Outside Services,,4.3
"Las Vegas, NV 89147 (Spring Valley area)",Brownell Team Realtors,Office Manger,"$40,000 - $60,000 a year",
"Las Vegas, NV",M. A. Mortenson Company,Laborer Apprentice,,4.1
"Henderson, NV 89012 (Macdonald Ranch area)",OptimumCX,Inbound Billing Work at home- Nevada Residents ONLY,,3.3
"Henderson, NV 89074 (Green Valley South area)",Credit Acceptance,Customer Service Manager,"$75,000 - $93,000 a year",3.5
,Structure Studios,Friendly Technical Support,$18 - $20 an hour,
,Federal Bureau of Investigation,Special Agent,"$62,556 - $80,721 a year",4.3
,UNITED PARCEL SERVICE,Warehouse Worker - Package Handler,,3.8
,AHVS,Medical Administrative Assistant,$15 - $19 an hour,4.0
,Tropical Smoothie,Crew Member,$8.25 - $9.25 an hour,
"Las Vegas, NV",Tropical Smoothie,Crew Member,$8.25 - $9.25 an hour,
"Las Vegas, NV 89123",Intelligent Office,Front Desk Receptionist,$11 - $13 an hour,3.5
"Henderson, NV 89052 (Westgate area)",Seven Hills,Administrative Clerk- Receptionist,,3.5
"Las Vegas, NV 89148",Furry Land,Dog Bather for Mobile Dog Grooming Company,$150 a day,
"Las Vegas, NV 89113 (Spring Valley area)",FedEx Express,Casual Courier /Non-Dot- $18.31 HR.,,4.0
"Las Vegas, NV",US Department of Agriculture,Public Affairs Specialist,"$64,964 - $84,442 a year",4.1
"Las Vegas, NV",Metabyte,Front Desk Receptionist,$10 - $20 an hour,3.4
"Las Vegas, NV 89109 (The Strip area)",Shake Shack,Restaurant Team Member,,3.6
"Las Vegas, NV 89119",JoshCo Group LLC,Intake Specialist (Help Our Veterans!),$15 an hour,
"Las Vegas, NV 89119 (Paradise area)",Amentum,Human Resources Assistant 1,,2.9
,Structure Studios,Friendly Technical Support,$18 - $20 an hour,
,Federal Bureau of Investigation,Special Agent,"$62,556 - $80,721 a year",4.3
,UNITED PARCEL SERVICE,Warehouse Worker - Package Handler,,3.8
,Tropical Smoothie,Crew Member,$8.25 - $9.25 an hour,
"Las Vegas, NV 89121 (Winchester area)",Anderson Business Advisors,Data Entry/Processing Position,$14 an hour,3.5
"Las Vegas, NV 89123",Challenger School Foundation,Elementary Teacher In Training,$18 - $24 an hour,3.7
"Las Vegas, NV 89144 (Summerlin North area)",Summerlin Hospital Medical Center,HOST / HOSTESS (PD Varied) Summerlin Hospital,,3.9
"Las Vegas, NV 89183 (Paradise area)",KidsToothDrs,Dental Check In Receptionist,$13 - $19 an hour,
"Las Vegas, NV 89119",Fixez,Tester,$10 an hour,
"Las Vegas, NV",Absolute Dental,Call Center Specialist,$11 - $13 an hour,3.4
"Las Vegas, NV",State of Nevada,Clerical Trainee (DWSS),,3.7
"Las Vegas, NV 89119 (Enterprise area)",Mom's Meals,2nd Shift Fulfillment Associate,,2.9
"Las Vegas, NV 89119 (Paradise area)",Baumann and Associates Inc,Front Desk Associate,$14.50 - $16.00 an hour,
"Las Vegas, NV",Bath & Body Works,Sales Associate-MIRACLE MILE SHOPS,,3.9
,TTEC,Healthcare Insurance Agent - Customer Service,,3.5
,Tropical Smoothie,Crew Member,$8.25 - $9.25 an hour,
,Zion Eye Institute,Medical Receptionist,$12 - $14 an hour,2.5
,UNITED PARCEL SERVICE,Warehouse Worker - Package Handler,,3.8
,AHVS,Medical Administrative Assistant,$15 - $19 an hour,4.0
,Williams-Sonoma Inc. Customer Care Centers,Customer Service Agent,$12 an hour,3.6
,Zion Eye Institute,Medical Receptionist,$12 - $14 an hour,2.5
"Las Vegas, NV 89135 (Summerlin South area)",CRATE & BARREL,"Supervisor, Customer Service - Work From Home",,3.7
"Las Vegas, NV 89118","WTI, Inc.",Nondestructive Testing Technician – Las Vegas (Entry Level),,3.0
"Las Vegas, NV 89102 (Buffalo area)",Voxpro,Social Media Content Moderator - Las Vegas,$14 - $15 an hour,3.0
"Las Vegas, NV",Las Vegas Metropolitan Police Department,Corrections Recruit,"$54,330 - $77,355 a year",4.5
"Las Vegas, NV 89146 (Buffalo area)",Stone Bridge Learning Academy,Front desk Receptionist,$11.25 an hour,
"Las Vegas, NV 89118 (Enterprise area)",Anazao Health,Pharmacy Support - Vegas - 7:00am - 3:30pm/May change based on production needs,,3.3
"Las Vegas, NV 89118 (Paradise area)",Eco-Tint,Receptionist,$15 - $17 an hour,
"Las Vegas, NV",NextGen America,Organizer,"$4,113 a month",3.8
"Henderson, NV 89012 (Macdonald Ranch area)",OptimumCX,Administrative Assistant - Work from Home,$13 an hour,3.3
"Las Vegas, NV 89113 (Spring Valley area)",Credit One Bank,Collections Representative,$16 - $18 an hour,3.1
,Home Services 365,Plumbing Service Technician,"$55,000 - $85,000 a year",
,Federal Bureau of Investigation,Special Agent,"$62,556 - $80,721 a year",4.3
,UNITED PARCEL SERVICE,Warehouse Worker - Package Handler,,3.8
,AHVS,Medical Administrative Assistant,$15 - $19 an hour,4.0
,Tropical Smoothie,Crew Member,$8.25 - $9.25 an hour,
"Nellis AFB, NV",US Department of the Air Force,RECREATION SPECIALIST (YOUTH ACTIVITIES),"$43,896 - $57,061 a year",4.4
"Las Vegas, NV 89128 (Desert Shores area)",The Vision Centers,Patient Coordinator,$13 - $17 an hour,2.9
"Las Vegas, NV",Bath & Body Works,Sales Associate-TRAILS VILLAGE CENTER,,3.9
"Las Vegas, NV","JMBOLD, LLC",Delivery Associate for Amazon Delivery Service Partner,$15 an hour,
"Las Vegas, NV 89135 (Summerlin South area)",Capriotti's Sandwich Shop,Team Member,$9 - $11 an hour,3.6
"Las Vegas, NV 89120 (Paradise area)","Skar Audio, Inc",Warehouse Associate,$15 an hour,
"Henderson, NV",Closet World,Sales/Designer,"$3,000 - $5,000 a month",2.9
"Las Vegas, NV",TELUS,Las Vegas - Social Media Content Moderator,$15 an hour,4.0
"Las Vegas, NV 89106 (West Las Vegas area)",Nevada Health Centers Inc,FRONT OFFICE REPRESENTATIVE - MLK,$12.19 - $14.63 an hour,
"Las Vegas, NV",Transportation Security Administration,Executive Assistant,"From $50,846 a year",3.3
,Federal Bureau of Investigation,Special Agent,"$62,556 - $80,721 a year",4.3
,Tropical Smoothie,Crew Member,$8.25 - $9.25 an hour,
,UNITED PARCEL SERVICE,Warehouse Worker - Package Handler,,3.8
,AHVS,Medical Administrative Assistant,$15 - $19 an hour,4.0
,Williams-Sonoma Inc. Customer Care Centers,Customer Service Agent,$12 an hour,3.6
,Amazon,Amazon Warehouse Assistant (Early Morning Shifts Available) - Earn $15/hr or More,From $15 an hour,3.6
,Anheuser-Busch,Natural Light Summer Intern,$40 an hour,3.8
,Xenon Health PC,Medical Biller,"$55,000 a year",
"Jersey City, NJ",Digi555,Entry Level Business Analyst,"$60,000 - $70,000 a year",
"Kearny, NJ 07099",United States Postal Service,LABORER CUSTODIAL,"$32,588 - $52,082 a year",3.5
"Jersey City, NJ",Mccempire,Marketing Project Assistant,"$50,000 - $54,000 a year",
"Union City, NJ 07087",5amrosa,Personal Assistant for Artist/Brand,$500 - $800 a week,
"Jersey City, NJ 07306 (Journal Square area)",CityMD,Medical Receptionist at CityMD,$16 an hour,3.6
"Jersey City, NJ",Mindsgroup Infotech LLC,Junior Business Analyst,$30 - $50 an hour,
"Jersey City, NJ 07306 (Journal Square area)",IMG,Call Center Customer Service Representative,$500 - $550 a week,
"Jersey City, NJ 07306 (The Heights area)",CarePoint Health,Patient Representative,,3.5
"Jersey City, NJ",Mccempire,Brand Influencer Associate,"$47,000 - $52,000 a year",
"Jersey City, NJ 07302 (Downtown area)",RWJBarnabas Health,LAB ASSISTANT-FT (days),,3.9
,Xenon Health,Medical Biller and Collector,"$55,000 a year",4.7
,CarePoint Health,Patient Representative,,3.5
,CarePoint Health,Patient Representative,,3.5
,Anheuser-Busch,Natural Light Summer Intern,$40 an hour,3.8
,Xenon Health PC,Medical Biller,"$55,000 a year",
,Amazon,Amazon Warehouse Sorter,$16.75 an hour,3.6
"Jersey City, NJ (Journal Square area)",Chipotle,Restaurant Team Member - Crew (2627 - Jersey City Newport Tower),,3.7
"Jersey City, NJ 07310 (The Waterfront area)",Xenon Health PC,Medical Biller,"$55,000 a year",
"Jersey City, NJ 07302 (Downtown area)",Cafe Esme,Barista and Food Prep,$12 - $14 an hour,
"Jersey City, NJ",Mccempire,Marketing Assistant Manager,"$50,000 - $54,000 a year",
"Jersey City, NJ",SUEZ,Meter Reader,,3.5
"Jersey City, NJ 07305",Moo Properties,Brand Influencer Associate,,
"North Bergen, NJ 07047",WY Industries,Packaging Operator,"$650 - $1,000 a week",
"Wayne, NJ 07470","International Study & Vacation, Inc.",Summer Camp Counsellor - Wayne,$385 - $455 a week,
"Jersey City, NJ",PlannedCompanies - NJ,Concierge,$14 an hour,
"New York, NY",United States Secret Service,United States Secret Service Criminal Investigator (Special Agent),"$47,661 - $139,916 a year",
,Xenon Health,Medical Biller and Collector,"$55,000 a year",4.7
,Amazon,Amazon Warehouse Assistant (Early Morning Shifts Available) - Earn $15/hr or More,From $15 an hour,3.6
,CarePoint Health,Patient Representative,,3.5
,Anheuser-Busch,Natural Light Summer Intern,$40 an hour,3.8
"Jersey City, NJ 07310 (The Waterfront area)",TARGET,Guest Advocate (Cashier or Front of Store Attendant),,3.6
"Jersey City, NJ 07306 (Journal Square area)",Honeybee Foods Corporation dba JOLLIBEE,Restaurant Crew Member (Jollibee - Journal Square),$12.28 an hour,
"Harrison, NJ 07029",Merit School of Allied Health,Administrative Assistant,$20 - $25 an hour,5.0
"Liberty Corner, NJ",Income Discovery,Administrative Assistant (Part-time and Remote),$20 - $25 an hour,
"Jersey City, NJ 07310 (Downtown area)",Panera Bread,Restaurant Team Member - Cashier,,3.5
"Jersey City, NJ","KGS Technology Group, Inc.",Entry Level Analyst ( Business/ Data),"$55,000 - $60,000 a year",4.5
"Newark, NJ 07114",Anheuser-Busch,"Apprentice, Production - Newark Brewery",$22.55 an hour,3.8
"Hoboken, NJ 07030",Advanced Dental Group of Hoboken,Dental Front Office,$14 - $20 an hour,
"Jersey City, NJ 07306 (Journal Square area)",Rite Aid,Cashier,,3.5
"New York, NY",Anheuser-Busch,Natural Light Summer Intern,$40 an hour,3.8
,Xenon Health PC,Medical Biller,"$55,000 a year",
,Xenon Health,Medical Biller and Collector,"$55,000 a year",4.7
,Amazon,Amazon Warehouse Assistant (Early Morning Shifts Available) - Earn $15/hr or More,From $15 an hour,3.6
"Liberty Corner, NJ",Income Discovery,Administrative Assistant (Part-time and Remote),$20 - $25 an hour,
"Jersey City, NJ 07310 (Downtown area)",Panera Bread,Restaurant Team Member - Cashier,,3.5
"Jersey City, NJ","KGS Technology Group, Inc.",Entry Level Analyst ( Business/ Data),"$55,000 - $60,000 a year",4.5
,HENRY The Dentist,Dental Office Manager,$25 - $28 an hour,
,Hamilton Park Electronics,E-commerce Fulfillment Manager,"$52,000 a year",
,Riverside Medical Group,Data Analyst,,3.4
,Chemisys Laboratory,Laboratory Assistant,$15 - $18 an hour,
,Artistic Tile,Interiors and Product Photographer,"$45,000 - $50,000 a year",
"Newark, NJ 07114",Anheuser-Busch,"Apprentice, Production - Newark Brewery",$22.55 an hour,3.8
,Traffic Plan,Flagger,,2.6
"Hoboken, NJ 07030",Advanced Dental Group of Hoboken,Dental Front Office,$14 - $20 an hour,
,Dermatology Group,Front Desk Receptionist,,
"Jersey City, NJ 07306 (Journal Square area)",Rite Aid,Cashier,,3.5
"New York, NY 10176 (Murray Hill area)",CBS,Apprentice Program - The Late Show with Stephen Colbert,,3.9
"Cranford, NJ 07016",Renewal by Andersen,Call Center Appointment Generator,Up to $25 an hour,3.5
"North Bergen, NJ 07306 (Journal Square area)",Gap Inc.,Sales Associate,$10.00 - $12.50 an hour,3.8
"Hoboken, NJ 07030",Blissful Rd,Home Stager,$17 an hour,
"Jersey City, NJ",Vytalize Health,Remote Medical Assistant for Homebound Patients,$14 - $22 an hour,4.2
"Kearny, NJ","TEKEDGE SOLUTION, INC.",Data Analyst (Entry Level 0-4 yrs experienced only),"$65,000 - $80,000 a year",
"Jersey City, NJ 07302 (Downtown area)",99 Ranch Market,Cashier,,3.2
"Jersey City, NJ 07302 (Downtown area)",RWJBarnabas Health,Patient Sitter FT 11p,,3.9
